title,detail,cover_image,no_copies,in_stock,price,category_id,author_id,publisher_id
Ankur (The Seedling),"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",https://robohash.org/atetitaque.png?size=100x100&set=set1,82,82,15.02,15,46,33
On the Beach,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",https://robohash.org/voluptatumautadipisci.png?size=100x100&set=set1,84,84,54.98,6,59,77
The Butter Battle Book,Proin at turpis a pede posuere nonummy. Integer non velit.,https://robohash.org/accusamussuntimpedit.png?size=100x100&set=set1,92,92,26.8,11,63,62
Zatoichi and the Chess Expert (Zatôichi Jigoku tabi) (Zatôichi 12),Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,https://robohash.org/evenietvoluptatibustenetur.png?size=100x100&set=set1,49,49,60.56,12,81,89
"Sting, The","Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",https://robohash.org/molestiassimiliquequia.png?size=100x100&set=set1,23,23,25.47,1,27,15
"Sunchaser, The","Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",https://robohash.org/inciduntullamnesciunt.png?size=100x100&set=set1,15,15,25.67,16,15,64
"Pearl, The (La perla)","Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",https://robohash.org/harumutofficia.png?size=100x100&set=set1,72,72,47.96,14,62,97
101 Dalmatians (One Hundred and One Dalmatians),"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",https://robohash.org/repudiandaehicrecusandae.png?size=100x100&set=set1,32,32,21.82,7,89,41
Blue Vinyl,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",https://robohash.org/quosdoloremdolores.png?size=100x100&set=set1,22,22,62.1,4,72,65
The Boyfriend School,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",https://robohash.org/perferendisilloneque.png?size=100x100&set=set1,65,65,68.44,5,64,37
Nola,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",https://robohash.org/distinctiodoloremasperiores.png?size=100x100&set=set1,64,64,68.98,5,95,81
Hit and Run (Hit & Run),"Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",https://robohash.org/aspernaturatculpa.png?size=100x100&set=set1,41,41,21.79,5,63,3
Dancing Outlaw II: Jesco Goes to Hollywood,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",https://robohash.org/doloresnequeperferendis.png?size=100x100&set=set1,99,99,55.7,13,29,18
Hell House,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",https://robohash.org/essesintreprehenderit.png?size=100x100&set=set1,18,18,19.92,13,10,38
Secret Society,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,https://robohash.org/quiaautemculpa.png?size=100x100&set=set1,61,61,25.95,14,60,78
Thirteen Women,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",https://robohash.org/dolorutet.png?size=100x100&set=set1,13,13,43.1,7,23,32
Senseless,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",https://robohash.org/eosetsaepe.png?size=100x100&set=set1,45,45,58.79,6,23,80
"Goods: Live Hard, Sell Hard, The","Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.",https://robohash.org/aliasetrepellat.png?size=100x100&set=set1,74,74,30.1,15,65,88
Ju-on: The Grudge 2,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",https://robohash.org/consequaturmagnivoluptatibus.png?size=100x100&set=set1,86,86,7.8,9,58,80
Hovering Over the Water (À Flor do Mar),"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",https://robohash.org/isteauttenetur.png?size=100x100&set=set1,59,59,3.46,9,52,28
Running Scared,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",https://robohash.org/officiarerumaliquam.png?size=100x100&set=set1,33,33,14.68,1,29,11
Orca: The Killer Whale,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",https://robohash.org/expeditaquidistinctio.png?size=100x100&set=set1,95,95,41.32,5,65,39
No Time for Love,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",https://robohash.org/quibusdamsedbeatae.png?size=100x100&set=set1,99,99,37.44,17,14,40
"Center Stage (Ruan Lingyu) (Actress, The) (New China Woman, The)","Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",https://robohash.org/possimusetquia.png?size=100x100&set=set1,9,9,43.41,3,57,23
Sacro GRA,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,https://robohash.org/voluptasetsit.png?size=100x100&set=set1,11,11,21.3,4,93,23
"Lady is Willing, The","Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",https://robohash.org/utexplicabolabore.png?size=100x100&set=set1,30,30,44.97,13,62,97
Love Simple,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",https://robohash.org/adipiscidolorumeos.png?size=100x100&set=set1,20,20,38.68,4,66,68
"Earth Trembles, The (Terra trema: Episodio del mare, La)",In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,https://robohash.org/culpaideum.png?size=100x100&set=set1,41,41,46.11,4,93,18
Beverly Hills Cop,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",https://robohash.org/temporibuseosporro.png?size=100x100&set=set1,73,73,8.19,10,48,56
"Big Heat, The",Suspendisse ornare consequat lectus.,https://robohash.org/dolorvoluptasodio.png?size=100x100&set=set1,67,67,37.17,10,82,92
Up Close and Personal,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",https://robohash.org/accusamusnihilsunt.png?size=100x100&set=set1,36,36,68.67,5,19,36
Society,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,https://robohash.org/doloremperferendistempore.png?size=100x100&set=set1,28,28,26.6,4,96,59
Jesse Stone: No Remorse,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.",https://robohash.org/quiasolutaomnis.png?size=100x100&set=set1,49,49,63.86,5,70,70
The Island,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",https://robohash.org/doloremetunde.png?size=100x100&set=set1,51,51,47.57,13,74,50
Absent (Ausente),"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",https://robohash.org/doloremqueametfugit.png?size=100x100&set=set1,45,45,11.31,7,6,80
Ice Station Zebra,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,https://robohash.org/estvoluptasvoluptatem.png?size=100x100&set=set1,5,5,43.12,17,3,48
Cry 'Havoc',Curabitur convallis.,https://robohash.org/repudiandaevoluptatibusquibusdam.png?size=100x100&set=set1,87,87,41.7,13,19,32
Face of a Fugitive,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",https://robohash.org/accusamusestat.png?size=100x100&set=set1,64,64,5.86,11,41,61
Executioners (Xian dai hao xia zhuan),"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",https://robohash.org/voluptatecorruptiautem.png?size=100x100&set=set1,6,6,29.89,13,95,82
Oceans (Océans),"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",https://robohash.org/odioetomnis.png?size=100x100&set=set1,86,86,51.43,7,59,69
"Ramen Girl, The","Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",https://robohash.org/molestiasdolorelabore.png?size=100x100&set=set1,2,2,7.75,7,83,30
Thelma & Louise,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",https://robohash.org/quiaperspiciatisdebitis.png?size=100x100&set=set1,84,84,12.26,7,37,54
Shinobi No Mono 4: Siege,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,https://robohash.org/estaccusantiumrerum.png?size=100x100&set=set1,73,73,26.68,1,92,34
Autopsy,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",https://robohash.org/totamautnam.png?size=100x100&set=set1,98,98,28.26,8,41,76
Blood Night: The Legend of Mary Hatchet (Blood Night),"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",https://robohash.org/voluptasnostrumiure.png?size=100x100&set=set1,50,50,19.51,12,35,32
Point and Shoot,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",https://robohash.org/idatillo.png?size=100x100&set=set1,100,100,14.66,5,61,40
Désiré,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",https://robohash.org/temporenequenecessitatibus.png?size=100x100&set=set1,87,87,63.18,11,45,92
Darkness,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",https://robohash.org/officiaestnam.png?size=100x100&set=set1,59,59,15.41,17,71,80
On Tour (Tournée),Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,https://robohash.org/etvoluptasillum.png?size=100x100&set=set1,47,47,4.75,12,85,55
What Alice Found,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,https://robohash.org/consequaturetnemo.png?size=100x100&set=set1,15,15,7.52,3,6,69
Half Past Dead,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",https://robohash.org/suntdebitisqui.png?size=100x100&set=set1,73,73,35.21,9,79,43
